X,Y,Z,Bx,By,Bz,B_norm
-0.6,0.0,-0.06999999999999951,4.264667233207682e-05,-1.4477687524337358e-08,3.2787617665080396e-06,4.277252797444263e-05
-0.6,0.0,-0.0599999999999995,4.2674182665552225e-05,-1.2414806317770214e-08,2.8015687417412262e-06,4.2766047370724304e-05
-0.6,0.0,-0.04999999999999949,4.2696952078228795e-05,-1.034938195275354e-08,2.3284355231229267e-06,4.2760395646738506e-05
-0.6,0.0,-0.03999999999999948,4.27152379224184e-05,-8.281896027418914e-09,1.858686554582493e-06,4.275565851518134e-05
-0.6,0.0,-0.02999999999999947,4.272924796787392e-05,-6.21279873902756e-09,1.3916454152000061e-06,4.2751904606234475e-05
-0.6,0.0,-0.019999999999999463,4.273914207510571e-05,-4.142515070393838e-09,9.266352703971695e-07,4.274918637121467e-05
-0.6,0.0,-0.009999999999999454,4.274503349857864e-05,-2.0714510402956807e-09,4.6297913527023736e-07,4.274754078032109e-05
-0.6,0.0,0.0,4.274698981823119e-05,-1.6907571720583886e-21,1.1613615800244509e-21,4.274698981823119e-05
-0.6,0.0,5.551115123125783e-16,4.274698981823118e-05,2.9778502051908996e-23,-2.8223402500309304e-20,4.274698981823118e-05
-0.6,0.0,0.010000000000000564,4.274503349857865e-05,2.0714510402922892e-09,-4.62979135270283e-07,4.2747540780321106e-05
-0.6,0.0,0.020000000000000573,4.2739142075105694e-05,4.142515070392892e-09,-9.266352703972201e-07,4.274918637121466e-05
-0.6,0.0,0.030000000000000582,4.272924796787389e-05,6.2127987390287085e-09,-1.391645415200057e-06,4.2751904606234454e-05
-0.6,0.0,0.04000000000000059,4.271523792241842e-05,8.281896027420343e-09,-1.8586865545825505e-06,4.275565851518136e-05
-0.6,0.0,0.0500000000000006,4.2696952078228775e-05,1.0349381952757695e-08,-2.3284355231229746e-06,4.276039564673849e-05
-0.6,0.0,0.06000000000000061,4.267418266555223e-05,1.2414806317766786e-08,-2.801568741741275e-06,4.276604737072432e-05
-0.6,0.0,0.07000000000000062,4.2646672332076797e-05,1.4477687524338463e-08,-3.2787617665080943e-06,4.277252797444261e-05
-0.6,0.0,0.08000000000000063,4.2614112102418835e-05,1.6537506470951305e-08,-3.76068859628221e-06,4.2779733548548975e-05
-0.6,0.0,0.09000000000000064,4.257613897543543e-05,1.8593700556560565e-08,-4.2480206816683655e-06,4.278754065721906e-05
